Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
,,,,,,,,,,,,,,,,,,,,,,,8391755040.30,
,,,,,,,,,,,,,,,,,,,,,,,8495601301.23,
,,,,,,,,,,,,,,,,,,,,,,,8561023098.45,
,,,,,,,,,,,,,,,,,,,,,,,8665954975.17,
,,,,,,,,,,,,,,,,,,,,,,,8732357238.88,
,,,,,,,,,,,,,,,,,,,,,,,8799215134.62,
,,,,,,,,,,,,,,,,,,,,,,,8827401409.78,
,,,,,,,,,,,,,,,,,,,,,,,8895115292.19,
,,,,,,,,,,,,,,,,,,,,,,,9002418641.60,
,,,,,,,,,,,,,,,,,,,,,,,9070996507.37,
,,,,,,,,,,,,,,,,,,,,,,,9100781049.12,
,,,,,,,,,,,,,,,,,,,,,,,9170145727.82,
,,,,,,,,,,,,,,,,,,,,,,,9200672406.73,
,,,,,,,,,,,,,,,,,,,,,,,9192318337.42,
,,,,,,,,,,,,,,,,,,,,,,,9223546405.99,
,,,,,,,,,,,,,,,,,,,,,,,9215870369.81,
,,,,,,,,,,,,,,,,,,,,,,,9247791393.08,
,,,,,,,,,,,,,,,,,,,,,,,9240791091.27,
,,,,,,,,,,,,,,,,,,,,,,,9273396424.60,
,,,,,,,,,,,,,,,,,,,,,,,9267069263.65,
,,,,,,,,,,,,,,,,,,,,,,,9300350067.73,
,,,,,,,,,,,,,,,,,,,,,,,9294693167.85,
,,,,,,,,,,,,,,,,,,,,,,,9250102623.50,
,,,,,,,,,,,,,,,,,,,,,,,9245120787.73,
,,,,,,,,,,,,,,,,,,,,,,,9201217749.29,
,,,,,,,,,,,,,,,,,,,,,,,9196918987.90,
,,,,,,,,,,,,,,,,,,,,,,,9153717694.23,
,,,,,,,,,,,,,,,,,,,,,,,9129006190.96,
,,,,,,,,,,,,,,,,,,,,,,,9065106553.37,
,,,,,,,,,,,,,,,,,,,,,,,9019323453.88,
,,,,,,,,,,,,,,,,,,,,,,,8991757917.11,
,,,,,,,,,,,,,,,,,,,,,,,8982916718.67,
,,,,,,,,,,,,,,,,,,,,,,,8995166365.27,
,,,,,,,,,,,,,,,,,,,,,,,9026631397.06,
,,,,,,,,,,,,,,,,,,,,,,,9078211572.75,
,,,,,,,,,,,,,,,,,,,,,,,9151163047.14,
,,,,,,,,,,,,,,,,,,,,,,,9247060008.32,
,,,,,,,,,,,,,,,,,,,,,,,9367744788.91,
,,,,,,,,,,,,,,,,,,,,,,,9515267882.05,
,,,,,,,,,,,,,,,,,,,,,,,9707765861.57,
,,,,,,,,,,,,,,,,,,,,,,,9866731696.22,
,,,,,,,,,,,,,,,,,,,,,,,9992218993.26,
,,,,,,,,,,,,,,,,,,,,,,,10161765921.78,
,,,,,,,,,,,,,,,,,,,,,,,10297639405.98,
,,,,,,,,,,,,,,,,,,,,,,,10400118638.43,
,,,,,,,,,,,,,,,,,,,,,,,10469592720.06,
,,,,,,,,,,,,,,,,,,,,,,,10516701779.86,
,,,,,,,,,,,,,,,,,,,,,,,10539702626.14,
,,,,,,,,,,,,,,,,,,,,,,,10537148776.17,
,,,,,,,,,,,,,,,,,,,,,,,10507853233.90,
,,,,,,,,,,,,,,,,,,,,,,,10442768604.37,
,,,,,,,,,,,,,,,,,,,,,,,10342411215.02,
,,,,,,,,,,,,,,,,,,,,,,,10214299852.36,
,,,,,,,,,,,,,,,,,,,,,,,10051037689.88,
,,,,,,,,,,,,,,,,,,,,,,,9853303294.82,
,,,,,,,,,,,,,,,,,,,,,,,9627099158.26,
,,,,,,,,,,,,,,,,,,,,,,,9371523788.34,
,,,,,,,,,,,,,,,,,,,,,,,9085804684.90,
,,,,,,,,,,,,,,,,,,,,,,,8836961739.98,
,,,,,,,,,,,,,,,,,,,,,,,8624610501.28,
,,,,,,,,,,,,,,,,,,,,,,,8377297548.71,
,,,,,,,,,,,,,,,,,,,,,,,8095630741.66,
,,,,,,,,,,,,,,,,,,,,,,,7850528097.89,
,,,,,,,,,,,,,,,,,,,,,,,7641470421.95,
,,,,,,,,,,,,,,,,,,,,,,,7467972536.66,
,,,,,,,,,,,,,,,,,,,,,,,7329611809.68,
,,,,,,,,,,,,,,,,,,,,,,,7226056322.09,
,,,,,,,,,,,,,,,,,,,,,,,7088134522.20,
,,,,,,,,,,,,,,,,,,,,,,,6916248192.94,
,,,,,,,,,,,,,,,,,,,,,,,6779093565.85,
,,,,,,,,,,,,,,,,,,,,,,,6676265460.46,
,,,,,,,,,,,,,,,,,,,,,,,6607493810.27,
,,,,,,,,,,,,,,,,,,,,,,,6504808960.78,
,,,,,,,,,,,,,,,,,,,,,,,6368515829.81,
,,,,,,,,,,,,,,,,,,,,,,,6266199645.58,
,,,,,,,,,,,,,,,,,,,,,,,6197544215.31,
,,,,,,,,,,,,,,,,,,,,,,,6095410328.74,
,,,,,,,,,,,,,,,,,,,,,,,5960158417.17,
,,,,,,,,,,,,,,,,,,,,,,,5858475971.59,
,,,,,,,,,,,,,,,,,,,,,,,5789988986.30,
,,,,,,,,,,,,,,,,,,,,,,,5688540696.15,
,,,,,,,,,,,,,,,,,,,,,,,5554562058.70,
,,,,,,,,,,,,,,,,,,,,,,,5453673407.34,
,,,,,,,,,,,,,,,,,,,,,,,5385427297.65,
,,,,,,,,,,,,,,,,,,,,,,,5284842688.75,
,,,,,,,,,,,,,,,,,,,,,,,5216674792.43,
,,,,,,,,,,,,,,,,,,,,,,,5180694570.04,
,,,,,,,,,,,,,,,,,,,,,,,5176955676.85,
,,,,,,,,,,,,,,,,,,,,,,,5208693900.26,
,,,,,,,,,,,,,,,,,,,,,,,5272866073.43,
,,,,,,,,,,,,,,,,,,,,,,,5369863886.23,
,,,,,,,,,,,,,,,,,,,,,,,5434413776.70,
,,,,,,,,,,,,,,,,,,,,,,,5532102209.16,
,,,,,,,,,,,,,,,,,,,,,,,5596993047.94,
,,,,,,,,,,,,,,,,,,,,,,,5695311269.68,
,,,,,,,,,,,,,,,,,,,,,,,5794012433.59,
,,,,,,,,,,,,,,,,,,,,,,,5859404711.09,
,,,,,,,,,,,,,,,,,,,,,,,5958650367.48,
,,,,,,,,,,,,,,,,,,,,,,,6024305470.15,
,,,,,,,,,,,,,,,,,,,,,,,6124050186.55,
,,,,,,,,,,,,,,,,,,,,,,,6189944067.23,
,,,,,,,,,,,,,,,,,,,,,,,6290147054.99,
,,,,,,,,,,,,,,,,,,,,,,,6356258228.83,
,,,,,,,,,,,,,,,,,,,,,,,6456882792.78,
,,,,,,,,,,,,,,,,,,,,,,,6523192025.41,
,,,,,,,,,,,,,,,,,,,,,,,6554964022.26,
,,,,,,,,,,,,,,,,,,,,,,,6621315871.52,
,,,,,,,,,,,,,,,,,,,,,,,6653041574.55,
,,,,,,,,,,,,,,,,,,,,,,,6719433337.73,
,,,,,,,,,,,,,,,,,,,,,,,6751113421.24,
,,,,,,,,,,,,,,,,,,,,,,,6817542574.19,
,,,,,,,,,,,,,,,,,,,,,,,6849177712.90,
,,,,,,,,,,,,,,,,,,,,,,,6845971617.69,
,,,,,,,,,,,,,,,,,,,,,,,6877531188.31,
,,,,,,,,,,,,,,,,,,,,,,,6874266810.67,
,,,,,,,,,,,,,,,,,,,,,,,6872603947.84,
,,,,,,,,,,,,,,,,,,,,,,,6905947523.52,
,,,,,,,,,,,,,,,,,,,,,,,6904496611.29,
,,,,,,,,,,,,,,,,,,,,,,,6935959261.85,
,,,,,,,,,,,,,,,,,,,,,,,6932358213.72,
,,,,,,,,,,,,,,,,,,,,,,,6893788203.42,
,,,,,,,,,,,,,,,,,,,,,,,6820486383.65,
,,,,,,,,,,,,,,,,,,,,,,,6782195404.04,
,,,,,,,,,,,,,,,,,,,,,,,6778672366.69,
,,,,,,,,,,,,,,,,,,,,,,,6740504795.78,
,,,,,,,,,,,,,,,,,,,,,,,6736988640.50,
,,,,,,,,,,,,,,,,,,,,,,,6698947574.53,
,,,,,,,,,,,,,,,,,,,,,,,6695438532.05,
,,,,,,,,,,,,,,,,,,,,,,,6657527144.27,
,,,,,,,,,,,,,,,,,,,,,,,6653502510.76,
,,,,,,,,,,,,,,,,,,,,,,,6683932854.01,
,,,,,,,,,,,,,,,,,,,,,,,6680485728.15,
,,,,,,,,,,,,,,,,,,,,,,,6711245831.73,
,,,,,,,,,,,,,,,,,,,,,,,6708372077.98,
,,,,,,,,,,,,,,,,,,,,,,,6739454447.40,
,,,,,,,,,,,,,,,,,,,,,,,6737149732.94,
,,,,,,,,,,,,,,,,,,,,,,,6700559064.19,
,,,,,,,,,,,,,,,,,,,,,,,6630868781.36,
,,,,,,,,,,,,,,,,,,,,,,,6528605073.70,
,,,,,,,,,,,,,,,,,,,,,,,6459934043.84,
,,,,,,,,,,,,,,,,,,,,,,,6359170928.08,
,,,,,,,,,,,,,,,,,,,,,,,6291603494.87,
,,,,,,,,,,,,,,,,,,,,,,,6192467797.52,
,,,,,,,,,,,,,,,,,,,,,,,6126096248.75,
,,,,,,,,,,,,,,,,,,,,,,,6028726847.51,
,,,,,,,,,,,,,,,,,,,,,,,5901369114.30,
,,,,,,,,,,,,,,,,,,,,,,,5806617204.11,
,,,,,,,,,,,,,,,,,,,,,,,5743471257.33,
,,,,,,,,,,,,,,,,,,,,,,,5650865128.09,
,,,,,,,,,,,,,,,,,,,,,,,5522479802.02,
,,,,,,,,,,,,,,,,,,,,,,,5365868644.46,
,,,,,,,,,,,,,,,,,,,,,,,5182714906.80,
,,,,,,,,,,,,,,,,,,,,,,,5030954645.70,
,,,,,,,,,,,,,,,,,,,,,,,4909023041.05,
,,,,,,,,,,,,,,,,,,,,,,,4761769477.21,
,,,,,,,,,,,,,,,,,,,,,,,4643513569.34,
,,,,,,,,,,,,,,,,,,,,,,,4552700693.15,
,,,,,,,,,,,,,,,,,,,,,,,4437513262.87,
,,,,,,,,,,,,,,,,,,,,,,,4300038674.61,
,,,,,,,,,,,,,,,,,,,,,,,4189833109.78,
,,,,,,,,,,,,,,,,,,,,,,,4104856968.06,
,,,,,,,,,,,,,,,,,,,,,,,4043542692.29,
,,,,,,,,,,,,,,,,,,,,,,,4004941396.44,
,,,,,,,,,,,,,,,,,,,,,,,3943957774.61,
,,,,,,,,,,,,,,,,,,,,,,,3905277723.49,
,,,,,,,,,,,,,,,,,,,,,,,3888654211.76,
,,,,,,,,,,,,,,,,,,,,,,,3849726187.21,
,,,,,,,,,,,,,,,,,,,,,,,3832954912.22,
,,,,,,,,,,,,,,,,,,,,,,,3838905444.43,
,,,,,,,,,,,,,,,,,,,,,,,3822365627.06,
,,,,,,,,,,,,,,,,,,,,,,,3829195478.37,
,,,,,,,,,,,,,,,,,,,,,,,3812895110.50,
,,,,,,,,,,,,,,,,,,,,,,,3820605893.15,
,,,,,,,,,,,,,,,,,,,,,,,3804552838.71,
,,,,,,,,,,,,,,,,,,,,,,,3813145271.26,
,,,,,,,,,,,,,,,,,,,,,,,3797347242.05,
,,,,,,,,,,,,,,,,,,,,,,,3806821133.97,
,,,,,,,,,,,,,,,,,,,,,,,3842839129.45,
,,,,,,,,,,,,,,,,,,,,,,,3854024913.77,
,,,,,,,,,,,,,,,,,,,,,,,3839139352.01,
,,,,,,,,,,,,,,,,,,,,,,,3851191695.19,
,,,,,,,,,,,,,,,,,,,,,,,3836587166.72,
,,,,,,,,,,,,,,,,,,,,,,,3794771707.41,
,,,,,,,,,,,,,,,,,,,,,,,3752845354.29,
,,,,,,,,,,,,,,,,,,,,,,,3738017172.65,
,,,,,,,,,,,,,,,,,,,,,,,3750851258.68,
,,,,,,,,,,,,,,,,,,,,,,,3792523625.88,
,,,,,,,,,,,,,,,,,,,,,,,3806996735.38,
,,,,,,,,,,,,,,,,,,,,,,,3851216773.92,
,,,,,,,,,,,,,,,,,,,,,,,3867262867.32,
,,,,,,,,,,,,,,,,,,,,,,,3913901533.22,
,,,,,,,,,,,,,,,,,,,,,,,3931453328.73,
,,,,,,,,,,,,,,,,,,,,,,,3980382468.82,
,,,,,,,,,,,,,,,,,,,,,,,4062036811.71,
,,,,,,,,,,,,,,,,,,,,,,,4113986421.06,
,,,,,,,,,,,,,,,,,,,,,,,4134915460.64,
,,,,,,,,,,,,,,,,,,,,,,,4188845519.32,
,,,,,,,,,,,,,,,,,,,,,,,4211044476.67,
,,,,,,,,,,,,,,,,,,,,,,,4266839034.44,
,,,,,,,,,,,,,,,,,,,,,,,4290244147.43,
,,,,,,,,,,,,,,,,,,,,,,,4347791703.52,
,,,,,,,,,,,,,,,,,,,,,,,4372341034.98,
,,,,,,,,,,,,,,,,,,,,,,,4431534901.37,
,,,,,,,,,,,,,,,,,,,,,,,4457168608.61,
,,,,,,,,,,,,,,,,,,,,,,,4516611405.51,
,,,,,,,,,,,,,,,,,,,,,,,4609492048.38,
,,,,,,,,,,,,,,,,,,,,,,,4736947184.84,
,,,,,,,,,,,,,,,,,,,,,,,4829713856.93,
,,,,,,,,,,,,,,,,,,,,,,,4957171025.60,
,,,,,,,,,,,,,,,,,,,,,,,5049830442.38,
,,,,,,,,,,,,,,,,,,,,,,,5144266933.28,
,,,,,,,,,,,,,,,,,,,,,,,5203927433.76,
,,,,,,,,,,,,,,,,,,,,,,,5228545890.96,
,,,,,,,,,,,,,,,,,,,,,,,5218047237.75,
,,,,,,,,,,,,,,,,,,,,,,,5172537748.92,
,,,,,,,,,,,,,,,,,,,,,,,5161994908.87,
,,,,,,,,,,,,,,,,,,,,,,,5116576220.36,
,,,,,,,,,,,,,,,,,,,,,,,5036589874.57,
,,,,,,,,,,,,,,,,,,,,,,,4922573281.86,
,,,,,,,,,,,,,,,,,,,,,,,4843569389.73,
,,,,,,,,,,,,,,,,,,,,,,,4731058075.25,
,,,,,,,,,,,,,,,,,,,,,,,4653164743.67,
,,,,,,,,,,,,,,,,,,,,,,,4609267203.10,
,,,,,,,,,,,,,,,,,,,,,,,4532151740.84,
,,,,,,,,,,,,,,,,,,,,,,,4488685243.84,
,,,,,,,,,,,,,,,,,,,,,,,4412416865.53,
,,,,,,,,,,,,,,,,,,,,,,,4304158921.03,
,,,,,,,,,,,,,,,,,,,,,,,4229384577.41,
,,,,,,,,,,,,,,,,,,,,,,,4187259480.55,
,,,,,,,,,,,,,,,,,,,,,,,4113539338.89,
,,,,,,,,,,,,,,,,,,,,,,,4072003691.21,
,,,,,,,,,,,,,,,,,,,,,,,4062062376.60,
,,,,,,,,,,,,,,,,,,,,,,,4020746501.38,
,,,,,,,,,,,,,,,,,,,,,,,4010749253.69,
,,,,,,,,,,,,,,,,,,,,,,,3969664720.00,
,,,,,,,,,,,,,,,,,,,,,,,3959611564.09,
,,,,,,,,,,,,,,,,,,,,,,,3980364838.35,
,,,,,,,,,,,,,,,,,,,,,,,3970105022.66,
,,,,,,,,,,,,,,,,,,,,,,,3990648866.67,
,,,,,,,,,,,,,,,,,,,,,,,3980183468.52,
,,,,,,,,,,,,,,,,,,,,,,,4000518950.45,
,,,,,,,,,,,,,,,,,,,,,,,3989848996.24,
,,,,,,,,,,,,,,,,,,,,,,,3948401201.64,
,,,,,,,,,,,,,,,,,,,,,,,3937677618.28,
,,,,,,,,,,,,,,,,,,,,,,,3896486464.83,
,,,,,,,,,,,,,,,,,,,,,,,3825555922.51,
,,,,,,,,,,,,,,,,,,,,,,,3785137750.42,
,,,,,,,,,,,,,,,,,,,,,,,3715707815.31,
,,,,,,,,,,,,,,,,,,,,,,,3676139121.36,
,,,,,,,,,,,,,,,,,,,,,,,3608355012.02,
,,,,,,,,,,,,,,,,,,,,,,,3513919573.69,
,,,,,,,,,,,,,,,,,,,,,,,3449043435.72,
,,,,,,,,,,,,,,,,,,,,,,,3412119750.23,
,,,,,,,,,,,,,,,,,,,,,,,3349320775.48,
,,,,,,,,,,,,,,,,,,,,,,,3326587077.17,
,,,,,,,,,,,,,,,,,,,,,,,3330514246.94,
,,,,,,,,,,,,,,,,,,,,,,,3359713986.84,
,,,,,,,,,,,,,,,,,,,,,,,3427719452.42,
,,,,,,,,,,,,,,,,,,,,,,,3534665648.72,
,,,,,,,,,,,,,,,,,,,,,,,3680690205.03,
,,,,,,,,,,,,,,,,,,,,,,,3850705666.95,
,,,,,,,,,,,,,,,,,,,,,,,3996874317.54,
,,,,,,,,,,,,,,,,,,,,,,,4166710224.33,
,,,,,,,,,,,,,,,,,,,,,,,4312988527.19,
,,,,,,,,,,,,,,,,,,,,,,,4482657837.86,
,,,,,,,,,,,,,,,,,,,,,,,4629021027.28,
,,,,,,,,,,,,,,,,,,,,,,,4752728087.77,
,,,,,,,,,,,,,,,,,,,,,,,4854994095.19,
,,,,,,,,,,,,,,,,,,,,,,,4937581828.77,
,,,,,,,,,,,,,,,,,,,,,,,5043674744.61,
,,,,,,,,,,,,,,,,,,,,,,,5111949914.45,
,,,,,,,,,,,,,,,,,,,,,,,5162162960.90,
,,,,,,,,,,,,,,,,,,,,,,,5196586364.10,
,,,,,,,,,,,,,,,,,,,,,,,5252733520.70,
,,,,,,,,,,,,,,,,,,,,,,,5272196720.29,
,,,,,,,,,,,,,,,,,,,,,,,5310259779.69,
,,,,,,,,,,,,,,,,,,,,,,,5333965784.92,
,,,,,,,,,,,,,,,,,,,,,,,5345641973.30,
,,,,,,,,,,,,,,,,,,,,,,,5375027145.95,
,,,,,,,,,,,,,,,,,,,,,,,5419725741.14,
,,,,,,,,,,,,,,,,,,,,,,,5453064084.90,
,,,,,,,,,,,,,,,,,,,,,,,5500337327.38,
,,,,,,,,,,,,,,,,,,,,,,,5559966243.44,
,,,,,,,,,,,,,,,,,,,,,,,5608674419.86,
,,,,,,,,,,,,,,,,,,,,,,,5647949289.89,
,,,,,,,,,,,,,,,,,,,,,,,5698999182.32,
,,,,,,,,,,,,,,,,,,,,,,,5741785842.74,
,,,,,,,,,,,,,,,,,,,,,,,5795049678.00,
,,,,,,,,,,,,,,,,,,,,,,,5857341481.76,
,,,,,,,,,,,,,,,,,,,,,,,5911774373.96,
,,,,,,,,,,,,,,,,,,,,,,,5974532872.10,
,,,,,,,,,,,,,,,,,,,,,,,6044995051.71,
,,,,,,,,,,,,,,,,,,,,,,,6107790752.15,
,,,,,,,,,,,,,,,,,,,,,,,6163509418.85,
,,,,,,,,,,,,,,,,,,,,,,,6226721972.26,
,,,,,,,,,,,,,,,,,,,,,,,6283460882.90,
,,,,,,,,,,,,,,,,,,,,,,,6334976599.15,
,,,,,,,,,,,,,,,,,,,,,,,6393503916.97,
,,,,,,,,,,,,,,,,,,,,,,,6447810640.48,
,,,,,,,,,,,,,,,,,,,,,,,6508022484.14,
,,,,,,,,,,,,,,,,,,,,,,,6572938724.25,
,,,,,,,,,,,,,,,,,,,,,,,6633975534.68,
,,,,,,,,,,,,,,,,,,,,,,,6692258646.86,
,,,,,,,,,,,,,,,,,,,,,,,6754815224.44,
,,,,,,,,,,,,,,,,,,,,,,,6820526672.12,
,,,,,,,,,,,,,,,,,,,,,,,6883804387.65,
,,,,,,,,,,,,,,,,,,,,,,,6949731509.10,
,,,,,,,,,,,,,,,,,,,,,,,7017919633.40,
,,,,,,,,,,,,,,,,,,,,,,,7083798425.70,
,,,,,,,,,,,,,,,,,,,,,,,7151906704.75,
,,,,,,,,,,,,,,,,,,,,,,,7217738927.24,
,,,,,,,,,,,,,,,,,,,,,,,7285770266.77,
,,,,,,,,,,,,,,,,,,,,,,,7388957662.53,
,,,,,,,,,,,,,,,,,,,,,,,7494998680.82,
,,,,,,,,,,,,,,,,,,,,,,,7598601489.83,
,,,,,,,,,,,,,,,,,,,,,,,7705578388.52,
,,,,,,,,,,,,,,,,,,,,,,,7809554796.93,
,,,,,,,,,,,,,,,,,,,,,,,7910049633.13,
,,,,,,,,,,,,,,,,,,,,,,,8014063924.79,
,,,,,,,,,,,,,,,,,,,,,,,8114483570.74,
,,,,,,,,,,,,,,,,,,,,,,,8218533019.19,
,,,,,,,,,,,,,,,,,,,,,,,8326644852.31,
,,,,,,,,,,,,,,,,,,,,,,,8431005747.53,
,,,,,,,,,,,,,,,,,,,,,,,8539870028.73,
,,,,,,,,,,,,,,,,,,,,,,,8644513055.60,
,,,,,,,,,,,,,,,,,,,,,,,8754079100.05,
,,,,,,,,,,,,,,,,,,,,,,,8858977959.68,
,,,,,,,,,,,,,,,,,,,,,,,8969199463.96,
,,,,,,,,,,,,,,,,,,,,,,,9074330526.81,
,,,,,,,,,,,,,,,,,,,,,,,9185165122.91,
,,,,,,,,,,,,,,,,,,,,,,,9290507125.55,
,,,,,,,,,,,,,,,,,,,,,,,9401915985.35,
,,,,,,,,,,,,,,,,,,,,,,,9476996181.77,
,,,,,,,,,,,,,,,,,,,,,,,9545888057.61,
,,,,,,,,,,,,,,,,,,,,,,,9621226326.84,
,,,,,,,,,,,,,,,,,,,,,,,9690138644.24,
,,,,,,,,,,,,,,,,,,,,,,,9759042073.14,
,,,,,,,,,,,,,,,,,,,,,,,9821371384.41,
,,,,,,,,,,,,,,,,,,,,,,,9890221439.65,
,,,,,,,,,,,,,,,,,,,,,,,9952577493.48,
,,,,,,,,,,,,,,,,,,,,,,,10021375290.12,
,,,,,,,,,,,,,,,,,,,,,,,10096722460.35,
,,,,,,,,,,,,,,,,,,,,,,,10172279173.13,
,,,,,,,,,,,,,,,,,,,,,,,10241122038.51,
,,,,,,,,,,,,,,,,,,,,,,,10316907066.00,
,,,,,,,,,,,,,,,,,,,,,,,10385764738.20,
,,,,,,,,,,,,,,,,,,,,,,,10447600698.71,
,,,,,,,,,,,,,,,,,,,,,,,10516410482.08,
,,,,,,,,,,,,,,,,,,,,,,,10578279268.33,
,,,,,,,,,,,,,,,,,,,,,,,10633536175.98,
,,,,,,,,,,,,,,,,,,,,,,,10695652787.10,
,,,,,,,,,,,,,,,,,,,,,,,10751507500.90,
,,,,,,,,,,,,,,,,,,,,,,,10801830650.52,
,,,,,,,,,,,,,,,,,,,,,,,10858748088.02,
,,,,,,,,,,,,,,,,,,,,,,,10921530316.63,
,,,,,,,,,,,,,,,,,,,,,,,10979002755.11,
,,,,,,,,,,,,,,,,,,,,,,,11041996572.60,
,,,,,,,,,,,,,,,,,,,,,,,11068779789.97,
,,,,,,,,,,,,,,,,,,,,,,,11090875084.33,
,,,,,,,,,,,,,,,,,,,,,,,11118100306.44,
,,,,,,,,,,,,,,,,,,,,,,,11150011711.20,
,,,,,,,,,,,,,,,,,,,,,,,11177379440.14,
,,,,,,,,,,,,,,,,,,,,,,,11209275994.86,
,,,,,,,,,,,,,,,,,,,,,,,11245671513.18,
,,,,,,,,,,,,,,,,,,,,,,,11277533536.76,
,,,,,,,,,,,,,,,,,,,,,,,11314009589.15,
,,,,,,,,,,,,,,,,,,,,,,,11314434784.93,
,,,,,,,,,,,,,,,,,,,,,,,11310116571.55,
,,,,,,,,,,,,,,,,,,,,,,,11310519969.27,
,,,,,,,,,,,,,,,,,,,,,,,11342303020.04,
,,,,,,,,,,,,,,,,,,,,,,,11378891526.60,
,,,,,,,,,,,,,,,,,,,,,,,11420652860.52,
,,,,,,,,,,,,,,,,,,,,,,,11426512070.27,
,,,,,,,,,,,,,,,,,,,,,,,11438278291.60,
,,,,,,,,,,,,,,,,,,,,,,,11444932425.27,
,,,,,,,,,,,,,,,,,,,,,,,11458026789.63,
,,,,,,,,,,,,,,,,,,,,,,,11465471933.71,
,,,,,,,,,,,,,,,,,,,,,,,11479887299.12,
,,,,,,,,,,,,,,,,,,,,,,,11488119127.21,
,,,,,,,,,,,,,,,,,,,,,,,11503847672.60,
,,,,,,,,,,,,,,,,,,,,,,,11512861457.16,
,,,,,,,,,,,,,,,,,,,,,,,11529894703.25,
,,,,,,,,,,,,,,,,,,,,,,,11539685328.35,
,,,,,,,,,,,,,,,,,,,,,,,11558014160.03,
,,,,,,,,,,,,,,,,,,,,,,,11568576134.86,
,,,,,,,,,,,,,,,,,,,,,,,11588190824.84,
,,,,,,,,,,,,,,,,,,,,,,,11599518298.05,
,,,,,,,,,,,,,,,,,,,,,,,11620408531.71,
,,,,,,,,,,,,,,,,,,,,,,,11632495306.39,
,,,,,,,,,,,,,,,,,,,,,,,11654650207.70,
,,,,,,,,,,,,,,,,,,,,,,,11667489756.94,
,,,,,,,,,,,,,,,,,,,,,,,11690897915.26,
,,,,,,,,,,,,,,,,,,,,,,,11725805626.63,
,,,,,,,,,,,,,,,,,,,,,,,11751071806.08,
,,,,,,,,,,,,,,,,,,,,,,,11788559403.59,
,,,,,,,,,,,,,,,,,,,,,,,11815654674.09,
,,,,,,,,,,,,,,,,,,,,,,,11855680348.89,
,,,,,,,,,,,,,,,,,,,,,,,11884574368.89,
,,,,,,,,,,,,,,,,,,,,,,,11927094452.36,
,,,,,,,,,,,,,,,,,,,,,,,12009710629.43,
,,,,,,,,,,,,,,,,,,,,,,,12107739130.34,
,,,,,,,,,,,,,,,,,,,,,,,12193866644.08,
,,,,,,,,,,,,,,,,,,,,,,,12266828004.05,
,,,,,,,,,,,,,,,,,,,,,,,12355515985.52,
,,,,,,,,,,,,,,,,,,,,,,,12430302466.51,
,,,,,,,,,,,,,,,,,,,,,,,12521453053.74,
,,,,,,,,,,,,,,,,,,,,,,,12597991216.60,
,,,,,,,,,,,,,,,,,,,,,,,12659078808.76,
,,,,,,,,,,,,,,,,,,,,,,,12736765598.85,
,,,,,,,,,,,,,,,,,,,,,,,12798549914.56,
,,,,,,,,,,,,,,,,,,,,,,,12860592601.43,
,,,,,,,,,,,,,,,,,,,,,,,12906070885.34,
,,,,,,,,,,,,,,,,,,,,,,,12934795447.22,
,,,,,,,,,,,,,,,,,,,,,,,12924390198.17,
,,,,,,,,,,,,,,,,,,,,,,,12897397380.75,
,,,,,,,,,,,,,,,,,,,,,,,12831498279.85,
,,,,,,,,,,,,,,,,,,,,,,,12726742571.38,
,,,,,,,,,,,,,,,,,,,,,,,12583189155.41,
,,,,,,,,,,,,,,,,,,,,,,,12400908392.76,
,,,,,,,,,,,,,,,,,,,,,,,12203408410.76,
,,,,,,,,,,,,,,,,,,,,,,,11991667362.91,
,,,,,,,,,,,,,,,,,,,,,,,11767072944.08,
,,,,,,,,,,,,,,,,,,,,,,,11506611311.34,
,,,,,,,,,,,,,,,,,,,,,,,11210796082.80,
,,,,,,,,,,,,,,,,,,,,,,,10880274204.70,
,,,,,,,,,,,,,,,,,,,,,,,10515866228.41,
,,,,,,,,,,,,,,,,,,,,,,,10118622424.23,
,,,,,,,,,,,,,,,,,,,,,,,9717973099.39,
,,,,,,,,,,,,,,,,,,,,,,,9318438438.25,
,,,,,,,,,,,,,,,,,,,,,,,8969429396.88,
,,,,,,,,,,,,,,,,,,,,,,,8639982522.37,
,,,,,,,,,,,,,,,,,,,,,,,8327150860.31,
,,,,,,,,,,,,,,,,,,,,,,,8027988007.28,
,,,,,,,,,,,,,,,,,,,,,,,7739605883.23,
,,,,,,,,,,,,,,,,,,,,,,,7459233891.44,
,,,,,,,,,,,,,,,,,,,,,,,7185687379.63,
,,,,,,,,,,,,,,,,,,,,,,,6954384110.13,
,,,,,,,,,,,,,,,,,,,,,,,6735777727.02,
,,,,,,,,,,,,,,,,,,,,,,,6561083059.52,
,,,,,,,,,,,,,,,,,,,,,,,6391262974.09,
,,,,,,,,,,,,,,,,,,,,,,,6222640602.48,
,,,,,,,,,,,,,,,,,,,,,,,6051889647.44,
,,,,,,,,,,,,,,,,,,,,,,,5876083106.28,
,,,,,,,,,,,,,,,,,,,,,,,5730929766.44,
,,,,,,,,,,,,,,,,,,,,,,,5614842182.87,
